ID,span_rabbis_text,first_rabbi,first_rabbi_no_prefix,first_rabbi_after_link,second_rabbi,second_rabbi_no_prefix,second_rabbi_after_link,rabbis_after_link_alpha_order,interval_text,token_string,numb_intervening_tokens,masechet,start_span,end_span,amud,exist_before_new_markers_start_span,first_rabbi_after_link_id,second_rabbi_after_link_id
17056,בי כובי דפומבדיתא כולם דעבדי.  אמר ^רב יהודה אמר שמואל^ ארבע מאות עבדים ואמרי לה,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,250558,250575,70B,250558,1394,2763
17059,אחריו שנאמר ועמך כמריבי כהן.  אמר ^רבי אבין בר רב אדא אמר רב^ כל הנושא אשה שאינה הוגנת,רבי אבין בר רב אדא,רבי אבין בר רב אדא,רבי אבין בר רב אדא,רב,רב,רב,רב-רבי אבין בר רב אדא, אמר ,אמר,1,Kiddushin,250832,250856,70B,250832,21523,2578
17060,ישראל שמשפחה שנטמעה נטמעה.  גופא אמר ^רב יהודה אמר שמואל^ כל ארצות עיסה לארץ ישראל,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,251866,251883,71A,251866,1394,2763
17068,יהיה נזיר ולא יגלה משפחות.  אמר ^רבה בר בר חנה אמר רבי יוחנן^ שם בן ארבע אותיות חכמים,רבה בר בר חנה,רבה בר בר חנה,רבה בר בר חנה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבה בר בר חנה-רבי יוחנן, אמר ,אמר,1,Kiddushin,253028,253054,71A,253028,2594,1570
17069,שהבליע שם בנעימת אחיו הכהנים.  אמר ^רב יהודה אמר רב^ שם בן ארבעים ושתים אותיות,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Kiddushin,253664,253678,71A,253664,1394,2578
17070,כשר הא סתמא פסול אמר ^רב הונא בר תחליפא משמיה דרב^ לא קשיא,רב הונא בר תחליפא,רב הונא בר תחליפא,רב הונא בר תחליפא,דרב,רב,רב,רב-רב הונא בר תחליפא, משמיה ,משמיה,1,Kiddushin,254172,254198,71A,254172,20899,2578
17074,אי שתקי אי לא שתקי.  אמר ^רב יהודה אמר רב^ אם ראית שני בני אדם,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Kiddushin,255662,255676,71B,255662,1394,2578
17075,ואין מניחין אותה לידבק בחברתה.  אמר ^רב פפא סבא משמיה דרב^ בבל בריאה מישון מיתה מדי,רב פפא סבא,רב פפא סבא,רב פפא סבא,דרב,רב,רב,רב-רב פפא סבא, משמיה ,משמיה,1,Kiddushin,255880,255899,71B,255880,2528,2578
17078,מושכני ולא מושכני בכלל והאמר ^רבי חייא בר אבא אמר שמואל^ מושכני הרי היא כגולה ליוחסין,רבי חייא בר אבא,רבי חייא בר אבא,רבי חייא בר אבא,שמואל,שמואל,שמואל,רבי חייא בר אבא-שמואל, אמר ,אמר,1,Kiddushin,256142,256166,71B,256142,1091,2763
17091,הנהרות עומדת מאי הוי אמר ^אביי אמר רבי חמא בר עוקבא^ אמר רבי יוסי ברבי חנינא,אביי,אביי,אביי,רבי חמא בר עוקבא,רבי חמא בר עוקבא,רבי חמא בר עוקבא,אביי-רבי חמא בר עוקבא, אמר ,אמר,1,Kiddushin,257380,257404,72A,257380,121,1179
17092,מאי הוי אמר אביי אמר ^רבי חמא בר עוקבא אמר רבי יוסי ברבי חנינא^ בין הנהרות הרי היא כגולה,רבי חמא בר עוקבא,רבי חמא בר עוקבא,רבי חמא בר עוקבא,רבי יוסי ברבי חנינא,רבי יוסי ברבי חנינא,רבי יוסי ברבי חנינא,רבי חמא בר עוקבא-רבי יוסי ברבי חנינא, אמר ,אמר,1,Kiddushin,257389,257428,72A,257389,1179,1689
17096,דגיזמא אמר אביי רצועה נפקא.  אמר ^רב איקא בר אבין אמר רב חננאל^ אמר רב חלזון ניהוונד הרי,רב איקא בר אבין,רב איקא בר אבין,רב איקא בר אבין,רב חננאל,רב חננאל,רב חננאל,רב איקא בר אבין-רב חננאל, אמר ,אמר,1,Kiddushin,257568,257595,72A,257568,388,1339
17097,רב איקא בר אבין אמר ^רב חננאל אמר רב^ חלזון ניהוונד הרי היא כגולה,רב חננאל,רב חננאל,רב חננאל,רב,רב,רב,רב-רב חננאל, אמר ,אמר,1,Kiddushin,257588,257602,72A,257588,1339,2578
17102,דעתא מושכי היינו מושכני והאמר ^רבי חייא בר אבין אמר שמואל^ מושכני הרי היא כגולה ליוחסין,רבי חייא בר אבין,רבי חייא בר אבין,רבי חייא בר אבין,שמואל,שמואל,שמואל,רבי חייא בר אבין-שמואל, אמר ,אמר,1,Kiddushin,258101,258126,72A,258101,1094,2763
17114,מיטתו.  תסתיים דשמואל דאמר לרעה דאמר ^רבי חייא בר אבין אמר שמואל^ מושכני הרי היא כגולה ליוחסים,רבי חייא בר אבין,רבי חייא בר אבין,רבי חייא בר אבין,שמואל,שמואל,שמואל,רבי חייא בר אבין-שמואל, אמר ,אמר,1,Kiddushin,260187,260212,72B,260187,1094,2763
17116,רשות עליו אין קרוי עבד.  אמר ^רב יהודה אמר שמואל^ זו דברי רבי מאיר אבל,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,260550,260567,72B,260550,1394,2763
17121,רב אשי מאי דעתיך דאמר ^רב יהודה אמר שמואל^ זו דברי רבי מאיר אבל,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,260718,260735,72B,260718,1394,2763
17128,בארעהון דהוו דמו בה לנוכראין.  אמר ^רב יהודה אמר שמואל^ הלכה כרבי יוסי אמר רב,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,261359,261376,72B,261359,1394,2763
17130,רב יהודה אמר שמואל הלכה ^כרבי יוסי אמר רב יוסף^ אי לאו דאמר רב יהודה,כרבי יוסי,רבי יוסי,רבי יוסי בן חלפתא,רב יוסף,רב יוסף,רב יוסף בר חייא,רב יוסף בר חייא-רבי יוסי בן חלפתא, אמר ,אמר,1,Kiddushin,261383,261403,72B,261383,1657,1764
17132,רב יוסף אי לאו דאמר ^רב יהודה אמר שמואל^ הלכה כרבי יוסי הוה אתי,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,261417,261434,72B,261417,1394,2763
17136,בכהנת מסייעא ליה לרב דאמר ^רב יהודה אמר רב^ לא הוזהרו כשירות להנשא לפסולים,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Kiddushin,262164,262178,73A,262164,1394,2578
17138,כי אתמר דרבא אהא דאמר ^רב יהודה אמר רבי אבא^ אמר רבי יהודה בר זבדי,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רבי אבא,רבי אבא,רבי אבא,רב יהודה בר יחזקאל-רבי אבא, אמר ,אמר,1,Kiddushin,264315,264334,73B,264315,1394,6
17139,אהא דאמר רב יהודה אמר ^רבי אבא אמר רבי יהודה^ בר זבדי אמר רב כל,רבי אבא,רבי אבא,רבי אבא,רבי יהודה,רבי יהודה,רבי יהודה ברבי אילעאי,רבי אבא-רבי יהודה ברבי אילעאי, אמר ,אמר,1,Kiddushin,264328,264348,73B,264328,6,1395
17143,לא מפיה אנו חיין ואמר ^רב יהודה אמר שמואל^ הלכה כרבן גמליאל,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,266287,266304,74A,266287,1394,2763
17149,ומותרין לבא זה בזה.  אלא אמר ^רב נחמן אמר רבה בר אבוה^ הכא ממזר מאחותו וממזר מאשת,רב נחמן,רב נחמן,רב נחמן בר יעקב,רבה בר אבוה,רבה בר אבוה,רבה בר אבוה,רב נחמן בר יעקב-רבה בר אבוה, אמר ,אמר,1,Kiddushin,268151,268173,74B,268151,2285,2586
17155,ספיקא לקולא.  ודאן בודאן מותר אמר ^רב יהודה אמר רב^ הלכה כרבי אליעזר כי אמריתה,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Kiddushin,270303,270317,75A,270303,1394,2578
17172,יהושע אומר אינה נאמנת ואמר ^רב יהודה אמר שמואל^ הלכה כרבן גמליאל,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,271395,271412,75A,271395,1394,2763
17184,רבי ישמעאל כרבי עקיבא והאמר ^רבי יוחנן משום רבי ישמעאל^ מנין לנכרי ועבד שבאו על,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי ישמעאל,רבי ישמעאל,רבי ישמעאל בן אלישע,רבי יוחנן-רבי ישמעאל בן אלישע, משום ,משום,1,Kiddushin,272072,272096,75B,272072,1570,1979
17190,כרת.  אלא כי אתא רבין אמר ^רבי חייא בר אבא אמר רבי יוחנן^ ואמרי לה אמר רבי אבא,רבי חייא בר אבא,רבי חייא בר אבא,רבי חייא בר אבא,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי חייא בר אבא-רבי יוחנן, אמר ,אמר,1,Kiddushin,272620,272648,75B,272620,1091,1570
17192,רבי יוחנן ואמרי לה אמר ^רבי אבא בר זבדא אמר רבי חנינא^ ואמרי לה אמר רבי יעקב,רבי אבא בר זבדא,רבי אבא בר זבדא,רבי אבא בר זבדא,רבי חנינא,רבי חנינא,רבי חנינא בר חמא,רבי אבא בר זבדא-רבי חנינא בר חמא, אמר ,אמר,1,Kiddushin,272663,272691,75B,272663,31,1212
17194,רבי חנינא ואמרי לה אמר ^רבי יעקב בר אידי אמר רבי יהושע בן לוי^ שלש מחלוקות בדבר,רבי יעקב בר אידי,רבי יעקב בר אידי,רבי יעקב בר אידי,רבי יהושע בן לוי,רבי יהושע בן לוי,רבי יהושע בן לוי,רבי יהושע בן לוי-רבי יעקב בר אידי, אמר ,אמר,1,Kiddushin,272706,272742,75B,272706,1854,1544
17196,להם מקצותם כהני במות ואמר ^רבה בר בר חנה אמר רבי יוחנן^ מן הקוצים שבעם ומשום הכי,רבה בר בר חנה,רבה בר בר חנה,רבה בר בר חנה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבה בר בר חנה-רבי יוחנן, אמר ,אמר,1,Kiddushin,272871,272897,75B,272871,2594,1570
17197,להם מקצותם כהני במות ואמר ^רבה בר בר חנה אמר רבי יוחנן^ מן הבחירים שבעם ואלא מפני,רבה בר בר חנה,רבה בר בר חנה,רבה בר בר חנה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבה בר בר חנה-רבי יוחנן, אמר ,אמר,1,Kiddushin,273039,273065,75B,273039,2594,1570
17199,שאין בקיאין בתורת קידושין וגירושין.  אמר ^רב נחמן אמר רבה בר אבוה^ ממזר מאחותו וממזר מאשת אח,רב נחמן,רב נחמן,רב נחמן בר יעקב,רבה בר אבוה,רבה בר אבוה,רבה בר אבוה,רב נחמן בר יעקב-רבה בר אבוה, אמר ,אמר,1,Kiddushin,273647,273669,76A,273647,2285,2586
17201,בדידיה מסייע ליה לרב דאמר ^רב יהודה אמר רב^ לא הוזהרו כשרות לינשא לפסולים,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Kiddushin,274537,274551,76A,274537,1394,2578
17202,מאי עוד אחת זוג אחת.  אמר ^רב יהודה אמר רב^ זו דברי רבי מאיר אבל,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Kiddushin,274771,274785,76B,274771,1394,2578
17204,כשרות הן עומדות איני והאמר ^רב חמא בר גוריא אמר רב^ משנתינו כשקורא עליו ערער מאן,רב חמא בר גוריא,רב חמא בר גוריא,רב חמא בר גוריא,רב,רב,רב,רב-רב חמא בר גוריא, אמר ,אמר,1,Kiddushin,274864,274885,76B,274864,1175,2578
17205,לא מתני הא.  איכא דאמרי אמר ^רב יהודה אמר רב^ זו דברי רבי מאיר אבל,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Kiddushin,274953,274967,76B,274953,1394,2578
17207,בחזקת כשרות הן עומדות אמר ^רב חמא בר גוריא אמר רב^ אם קורא עליו ערער צריך,רב חמא בר גוריא,רב חמא בר גוריא,רב חמא בר גוריא,רב,רב,רב,רב-רב חמא בר גוריא, אמר ,אמר,1,Kiddushin,275039,275060,76B,275039,1175,2578
17215,חנינא בן אנטיגנוס וכו׳ אמר ^רב יהודה אמר שמואל^ בחיילות של בית דוד אמר,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Kiddushin,276571,276588,76B,276571,1394,2763
17217,בצבא במלחמה וטעמא מאי אמר ^רב יהודה אמר רב^ כדי שתהא זכותן וזכות אבותם,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Kiddushin,276663,276677,76B,276663,1394,2578
17218,אתי הגיתי בא ובטלה.  ועוד אמר ^רב יהודה אמר רב^ ארבע מאות ילדים היו לו,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Kiddushin,276907,276921,76B,276907,1394,2578
17219,חללה מנא הני מילי אמר ^רבי יוחנן משום רבי שמעון^ נאמר כאן ולא יחלל זרעו,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי שמעון,רבי שמעון,רבי שמעון בן יוחאי,רבי יוחנן-רבי שמעון בן יוחאי, משום ,משום,1,Kiddushin,277658,277681,77A,277658,1570,2830
17226,אף גר שנשא גיורת אמר ^רב המנונא משמיה דעולא^ הלכה כרבי יוסי וכן אמר,רב המנונא,רב המנונא,רב המנונא,דעולא,עולא,עולא נחותא,עולא נחותא-רב המנונא, משמיה ,משמיה,1,Kiddushin,284536,284556,78B,284536,977,2409
